Customer ID	Customer Code	Customer Name	Legal Name	Website	TAN Number	CST Number	PAN Number	GST Registration Type	GSTIN	Street Address	City	State	Pincode	Country	Contact Person Title	First Name	Last Name	Email	Phone	Notes	Active Status	Default Contact	created Date
56b261de-d7dd-4acd-8b2c-363f2a32d27d	CU/000074/1819	ACCENTURE SOLUTIONS PVT LTD	ACCENTURE SOLUTIONS PRIVATE LIMITED		MUMH07058C		AAACH3235M														true	false	2022-07-04
4df7067f-d606-4765-86bf-aeb892644623	CU/000024/1415	ACCURACAP CONSULTANCY SERVICES PVT LTD	ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED		MRTA03375B		AAHCA5639B														true	false	2022-07-04
415d12f5-108e-4589-8ae5-c7271d30c01d	CU/000156/1516	ACCURATE MULTILAYER PAPERS LLP	ACCURATE MULTILAYER PAPERS LLP		DELA39653F		ABCFA7790A														true	false	2022-07-04
b9723e1d-095c-40f4-ae10-ac98f04c2e69	CU/000026/1920	ACE URBAN HITECHCITY LTD	ACE URBAN HITECHCITY LTD ***				AABCL3145P														true	false	2022-07-04
e4254232-25aa-41a2-88c7-071ed2830656	CU/000195/1819	ACE URBAN INFO CITY LTD	ACE URBAN INFO CITY LTD ***				AAACL5895R														true	false	2022-07-04
bba1e561-6fc6-44c2-99f4-5cc27b367d80	CU/000158/1920	ACKO GENERAL INSURANCE LIMITED	ACKO GENERAL INSURANCE LIMITED		MUMA52069D		AAOCA9055C														true	false	2022-07-04
2ff378a5-10e3-4f77-9415-cecd2ecccb71	CU/000267/2122	ACL MOBILE LIMITED	ACL MOBILE LIMITED		DELA08130D		AACCA7370G							INDIA							true	false	2022-07-04
39ce6014-482b-4b90-b35d-123886316c99	CU000013	ACS GLOBAL TECH SOLUTIONS PVT LTD	ACS GLOBAL TECH SOLUTIONS PRIVATE LIMITED		DELA24659F		AAHCA8326R														true	false	2022-07-04
713bc505-d148-4c98-96cb-42cbfa628836	CU/000132/2021	ACSIA TECHNOLOGIES PVT. LTD.	ACSIA TECHNOLOGIES PRIVATE LIMITED		TVDA01752C		AALCA9533E							INDIA							true	false	2022-07-04
8c8a7fa0-9813-4141-a573-0cfd5f085628	CU/000059/1920	ACTOSERBA ACTIVE WHOLESALE PVT LTD	ACTOSERBA ACTIVE WHOLESALE PRIVATE LIMITED		BLRA15522D		AAJCA5453F														true	false	2022-07-04
4a9295b9-ff48-4872-9a86-23070605c4ef	CU/000153/1718	ACUITY KNOWLEDGE CENTRE (INDIA) PVT LTD	ACUITY KNOWLEDGE CENTRE (INDIA) PRIVATE LIMITED		BLRA06041A		AAECA9391H														true	false	2022-07-04
b674bae1-2a3e-4c2e-aadd-ec4483cddfb4	CU/000157/1718	ACUITY KNOWLEDGE SERVICES (I) PVT. LTD.	ACUITY KNOWLEDGE SERVICES (INDIA) PRIVATE LIMITED		DELC06790A		AACCC1159R														true	false	2022-07-04
8346fcde-6ffc-41cc-9e30-101e635e7695	CU/000230/1718	ACUITY KP SOLUTIONS (I) PVT.LTD.	ACUITY KP SOLUTIONS (INDIA) PRIVATE LIMITED		DELE02503E		AABCE0738K														true	false	2022-07-04
e3afb7d4-4b3e-417a-8a81-9683084b848f		ADARSH EDUCATIONAL SOCIETY ***	ADARSH EDUCATIONAL SOCIETY		RTKA14942E		AAGTS1412E														true	false	2022-07-04
bd856209-75fd-4708-a73d-d04dbc4e6962	CU/000173/1516	AD ASTRA CONSULTANTS PVT LTD	AD ASTRA CONSULTANTS PRIVATE LIMITED		BLRA08852E		AAGCA0236K														true	false	2022-07-04
c8baa580-cefb-4939-8d22-816c82f6cdcf	CU/000306/1718	AD ASTRA STAFFING SOLUTIONS PVT LTD	AD ASTRA STAFFING SOLUTIONS PRIVATE LIMITED		BLRA19698A		AAMCA4786E							INDIA							true	false	2022-07-04
e047b37c-9256-4f64-9a00-d3086124afc9	CU001319	ADI MEDIA PVT LTD	ADI MEDIA PRIVATE LIMITED		DELA14674C		AAECA1780C														true	false	2022-07-04
73f71733-41d8-48e0-9271-599975ebef4b	CU001336	ADITYA INFOTECH LTD	ADITYA INFOTECH LIMITED		DELA07429C		AABCA1601R														true	false	2022-07-04
d44935e7-c723-47e1-8022-c558215ac1cd		ADMIRAL SOLUTIONS (EUI LTD)	EUI LIMITED		RTKE01429B		AACCE8854F														true	false	2022-07-04
69101112-85be-4f02-978e-415bf6350ea5	CU/000007/1415	ADMIRAL SOLUTIONS (EUI LTD)	ADMIRAL SOLUTIONS (EUI LTD) ***				AACCE8854F														true	false	2022-07-04
425f1ab1-aa45-46d4-a851-6efcacaaecd6	CU000015	ADOBE SYSTEM INDIA PVT LTD	ADOBE SYSTEMS INDIA PRIVATE LIMITED		MRTA00784A		AACCA2982J														true	false	2022-07-04
06e4f242-8d6e-4cc4-a243-422f2a532ebe	CU/000045/2122	A D SONS REALITY PVT LTD	AD SONS REALITY PRIVATE LIMITED		ALDA04400E		AAQCA7182A							INDIA							true	false	2022-07-04
7b0e6310-d4bc-4705-a8be-f53a11ff6329	CU/000160/1415	ADVAIT TECHSERVE INDIA PVT LTD	ADVAIT TECHSRVE (INDIA) PRIVATE LIMITED		MUMA27830F		AAFCA6144F														true	false	2022-07-04
e909cb8c-ccd1-48d6-8ed8-65163199d4b9	CU/000318/1617	ADVANCE COMPUTER SERVICES LTD	ADVANCE COMPUTER SERVICES LIMITED		MUMA19875C		AAACA8772A														true	false	2022-07-04
0b0d548d-2506-47ee-98a0-1ed04f16317c	CU/000161/2021	ADVANT IT PARK PRIVATE LIMITED	ADVANT IT PARK PRIVATE LIMITED		DELA15278E		AAFCA0572P														true	false	2022-07-04
5e98388e-fa01-4c6c-bd70-e15e9f55ca27	CU/000157/1819	AERA SOFTWARE TECHNOLOGY PVT LTD	AERA SOFTWARE TECHNOLOGY PRIVATE LIMITED		PNEA25722E		AAQCA0147D														true	false	2022-07-04
583e96bb-2a18-403c-bf57-be73214f9d6c		AERIES TECHNOLOGY GROUP PRIVATE LIMITED ***	AERIES TECHNOLOGY GROUP PRIVATE LIMITED		MUMA41409E									INDIA							true	false	2022-07-08
b47f21c3-2d0c-4e46-a691-6387c2b53f22	CU/000175/1516	AF FERRARI SECURE LOGITECH PVT LTD	AF FERRARI SECURE LOGITECH PRIVATE LIMITED		DELA34201G		AAMCA1989R														true	false	2022-07-04
df63f48b-e875-4e8a-bae4-2dbcf509c446	CU/000005/1415	AFSS CONSULTANCY PVT LTD	AFSS CONSULTANCY PRIVATE LIMITED		DELA15544E		AAFCA0755L							INDIA							true	false	2022-07-04
afb3513c-84d6-4957-8bbd-ac43544ac2a6		Ageas Federal Life Insurance Company	AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED		MUMI07537F		AABCI6227M														true	false	2022-07-04
a585915a-8ca2-4502-a582-b2a9ef7a6770	CU/000072/2021	Ageas Federal Life Insurance Company	Ageas Federal Life Insurance Company ***				AABCI6227M														true	false	2022-07-04
9f45dfdb-d8de-4c05-af18-f8db444ae9bd	CU/000210/2122	Agrim Housing Finance Private Limited	AGRIM HOUSING FINANCE PRIVATE LIMITED		MUMA54875C		AAQCA4742C							INDIA							true	false	2022-07-04
27ca909a-7d2b-47b9-96ac-2d1c7bf060ce		AHLUWALIA CONTRACTS (INDIA) LIMITED	AHLUWALIA CONTRACTS (INDIA) LIMITED		DELA01095D									INDIA							true	false	2022-07-04
cb6746db-4c66-4173-b76f-263b0dd9fbde	CU001316	AHUJA RESIDENCY PVT LTD	AHUJA RESIDENCY PRIVATE LIMITED		RTKA05469C		AAHCA4002C														true	false	2022-07-04
2e892d57-77a7-4d28-888a-ff98c73e6d1f	CU001401	AIMS BUILDMART PVT LTD	AIMS BUILDMART PVT LTD ***				AAJCA1172F														true	false	2022-07-04
564d7a37-f8bf-4d67-bbb0-e7b2f3ac2f76	CU/000147/1718	AIRAMATRIX PRIVATE LIMITED	AIRAMATRIX PRIVATE LIMITED		PNEA33116G		AATCA3659H														true	false	2022-07-04
6d1c6701-9de8-416f-af47-125d6daaa4a5	CU/000263/1819	AIRDEL ELETRICALS LLP	AIRDEL ELECTRICALS LLP		DELA53069C		ABNFA1916F														true	false	2022-07-04
88127dc6-3683-4af6-88ca-482c017165e4	CU/000234/1213	AIR FRANCE	AIR FRANCE		DELA00070A		AAACA5284B														true	false	2022-07-04
98abe839-2262-4a96-8189-b8fef89ad053	CU000785	AIR LIQUIDE INDIA HOLDING PVT LTD	AIR LIQUIDE INDIA HOLDING PRIVATE LIMITED		DELA13592F		AAACA9121F														true	false	2022-07-04
e4ac837a-9548-4a87-8275-f50f8ef1ee83	CU/000345/1920	AIR LIQUIDE NORTH INDIA PVT. LTD.	AIR LIQUIDE NORTH INDIA PVT LTD		DELA13593G		AABCA0563G														true	false	2022-07-04
f87e250f-dc89-4363-9a55-24360f5a9852	CU001289	AIRPLAZA RETAIL HOLDINGS PVT LTD	AIRPLAZA RETAIL HOLDINGS PRIVATE LIMITED		CHEA16769E		AAICA7614B														true	false	2022-07-04
06e9e67f-0efb-4271-9139-6f6fcf396307	CU/000150/1920	AITHENT TECHNOLOGIES PRIVATE LIMITED	AITHENT TECHNOLOGIES PVT LTD		DELA08581G		AAACS2319H														true	false	2022-07-04
5c5df6b0-82d8-4c31-bdef-14656cb751ba	CU/000263/1920	AJANTA PHARMA LTD	AJANTA PHARMA LIMITED		MUMA08396D		AAACA5579P														true	false	2022-07-04
f0beb6a2-e4b1-446e-8695-3254f47ef661	CU/000148/1920	AJAX ENGINEERING PRIVATE LIMITED	AJAX ENGINEERING PRIVATE LIMITED		BLRA01016B		AABCA2035K														true	false	2022-07-04
5c8eac4c-2346-4ec5-b03f-baabe24d6118		AJINOMOTO BIO-PHARMA SERVICES INDIA PRIVATE LIMITED ***	AJINOMOTO BIO-PHARMA SERVICES INDIA PRIVATE LIMITED		HYDG10542A									INDIA							true	false	2022-07-04
5b15d628-6597-41af-885f-b987986d0261		AJUNI MANAGEMENT PRIVATE LIMITED ***	AJUNI MANAGEMENT PRIVATE LIMITED		DELA40565A									INDIA							true	false	2022-07-04
04a6a6c9-af1a-4a69-bcb2-4f08d4c9f1d6	CU/000197/1415	AKAMAI TECHNOLOGIES (INDIA) PVT LTD	AKAMAI TECHNOLOGIES INDIA PRIVATE LIMITED		BLRS14777A		AAICS0950J														true	false	2022-07-04
00730b47-389b-4b30-b3e4-a4c4c34ff3cc	CU/000247/2122	AKUMS LIFESCIENCES LIMITED	AKUMS LIFESCIENCES LIMITED ***				AAECA7090B							INDIA							true	false	2022-07-04
6d89ee09-7192-45c0-adad-8b1ae6c4579b	CU/000052/1819	AKZO NOBEL INDIA LTD	AKZO NOBEL INDIA LIMITED		MUMI05171F		AAACI6297A														true	false	2022-07-04
786a9259-6b97-4192-a5ed-72c7024dd3ab	CU/000136/2021	ALCATEL-LUCENT INDIA LIMITED	ALCATEL LUCENT INDIA LIMITED		DELA03947G		AACCA8667N														true	false	2022-07-04
1c6780f7-dda4-4586-a559-37c89f3829e2	CU/000150/2021	ALLEGIS SERVICES (INDIA) PVT LTD	ALLEGIS SERVICES (INDIA) PRIVATE LIMITED		BLRA06472E		AAFCA0825M														true	false	2022-07-04
9028005f-6e5c-4781-a159-d8c7c609ba42	CU/000017/1819	ALLIANCE LOGISTICS	ALLIANCE LOGISTICS ***				AAVPC2406R														true	false	2022-07-04
19ab6000-d705-47a4-8343-e45f4836bf07	CU/000282/1920	ALLIED FINANCE PRIVATE LTD	ALLIED FINANCE PRIVATE LIMITED		DELA07240C		AAACA3030B														true	false	2022-07-04
b79150b4-4cd4-4770-a258-7bc43a37c311	CU/000115/2021	ALLWYN BIKES PVT LIMITED	ALLWYN BIKES PRIVATE LIMITED		DELA29733E		AAKCA1781H														true	false	2022-07-04
84828d28-ae19-498f-939b-02ac3c11b2dd	CU/000177/1920	ALMUG TECHNOLOGIES PRIVATE LIMITED	ALMUG TECHNOLOGIES PRIVATE LIMITED		BLRA21077A		AANCA1508K														true	false	2022-07-04
5c1c073c-20e4-47f2-a0d1-d757ddee8a13	CUEV/000022/1819	ALPHA PLUS TECHNOLOGIES PVT LTD	ALPHA PLUS TECHNOLOGIES PRIVATE LIMITED		MUMA25173B		AAECA4709R														true	false	2022-07-04
b1adf64a-da9b-4889-9a76-39e96bf9e743	CU/000082/1314	ALSTOM TRANSPORT INDIA LTD	ALSTOM TRANSPORT INDIA LIMITED		BLRA15059C		AAJCA1167G														true	false	2022-07-04
6937fcec-7041-4a5f-bb3f-334aa39452d8	CU/000261/1314	ALTISOURCE BUSINESS SOLUTIONS PVT LTD	ALTISOURCE BUSINESS SOLUTIONS PRIVATE LIMITED		BLRO02246G		AAACO9467A														true	false	2022-07-04
b87ae687-7c5e-4540-8e0d-b963d832c2d6	CU/000237/1819	ALTRADE HOSPITALITY PVT LTD	ALTRADE HOSPITALITY PRIVATE LIMITED		BBNA03026C		AAPCA1968H														true	false	2022-07-04
45338b54-e5e3-432c-a628-203daa4e4aab	CU/000264/1819	ALTRAN TECHNOLOGIES INDIA PVT LTD	ALTRAN TECHNOLOGIES INDIA PRIVATE LIMITED		BLRA19499E		AAACA7125R														true	false	2022-07-04
87bc78d0-d4ea-4b4f-98e2-742b3f411711	CU/000041/1213	ALTUDO CONSULTANCY SERVICES PRIVATE LIMI	ALTUDO CONSULTANCY SERVICES PRIVATE LIMITED		DELE02123C		AAACE8349M														true	false	2022-07-04
feaa6e51-dfff-4e05-886e-e7e9b035c420	CU/000141/1617	AMAR ALLIANCE CONSULTANTS PVT. LTD.	AMAR ALLIANCE CONSULTANTS PRIVATE LIMITED		DELA19774G		AAGCA0889E														true	false	2022-07-04
74fc5b1c-fbcb-4229-b135-0c3502efe1b7		AMAR TULSIYAN ***	AMAR TULSIYAN		ALDA02240A									INDIA							true	false	2022-07-04
e4886a60-046e-47fa-b171-ed3ce9fa78ff	CU/000084/2021	AMAZON DATA SERVICES INDIA PRIVATE LIMIT	AMAZON DATA SERVICES INDIA PRIVATE LIMITED		DELA41844F		AAOCA5897L														true	false	2022-07-04
5b1e7b17-5c35-462d-9e03-87617034517f	CU/000031/2021	AMAZON DEVELOPMENT CENTRE (INDIA) PRIVAT	AMAZON DEVELOPMENT CENTRE (INDIA) PRIVATE LIMITED		BLRA05499E		AAECA7705P														true	false	2022-07-04
eaa5057c-ed95-4624-a270-71ecce33c4b9	CU/000244/2021	AMAZON DEVELOPMENT CENTRE INDIA PRIVATE	AMAZON DEVELOPMENT CENTRE (INDIA) PRIVATE LIMITED		BLRA05499E		AAECA7705P														true	false	2022-07-04
80c2fee4-c092-4c33-b3f2-50f385137c38	CU/000062/2021	AMAZON INTERNET SERVICES PRIVATE LIMITED	AMAZON INTERNET SERVICES PRIVATE LIMITED		DELA29508D		AAJCA9880A														true	false	2022-07-04
5e8c01dc-668e-4115-8ca9-7c82d5032683	CU/000134/2021	AMAZON PAY (INDIA) PRIVATE LIMITED	AMAZON PAY (INDIA) PRIVATE LIMITED		BLRA15538F		AAJCA7184P														true	false	2022-07-04
652c4609-f3b2-4812-8bf2-9d472ba83251	CU/000061/2021	AMAZON SELLER SERVICES PRIVATE LIMITED	AMAZON SELLER SERVICES PRIVATE LIMITED		BLRA14702C		AAICA3918J														true	false	2022-07-04
744cf473-2e2b-417f-a63d-85437a683b54	CU/000083/2021	AMAZON TRANSPORTATION SERVICES PRIVATE	AMAZON TRANSPORTATION SERVICES PRIVATE LIMITED		DELA30540G		AAKCA5016B														true	false	2022-07-04
0074b3f0-fb45-4565-b7c1-eee560ec45fb	CU/000212/1819	AMBIENCE INTERIORS PVT LTD	AMBIENCE INTERIORS PRIVATE LIMITED		RTKA07142C		AADCA0739Q														true	false	2022-07-04
45ea0c83-7bf0-4810-8356-cddf3ecc73f3	CU/000129/2122	Ambit Capital Private Limited	AMBIT CAPITAL PRIVATE LIMITED		MUMP15930F		AABCP6621N							INDIA							true	false	2022-07-04
c3d6e953-dbc9-4c83-b47b-e0ec6cf0b7db	CU/000132/2122	Ambit Finvest Private Limited	AMBIT FINVEST PRIVATE LIMITED		MUMA28624B		AAFCA8540B							INDIA							true	false	2022-07-04
0f3e1e89-05c5-42a5-932c-60b346c804a9	CU/000131/2122	Ambit Investment Advisors Pvt Ltd	AMBIT INVESTMENT ADVISORS PRIVATE LIMITED		MUMF05390A		AABCF2521P							INDIA							true	false	2022-07-04
e451e33c-9891-4c63-b206-07e3c23872ce	CU/000142/2122	AMBIT PRIVATE LIMITED	AMBIT PRIVATE LIMITED		MUMA20078C		AAACA8834B							INDIA							true	false	2022-07-04
02876ba4-9641-47ae-8001-ec4101dd0e12	CU/000130/2122	Ambit Wealth Private Limited	AMBIT WEALTH PRIVATE LIMITED		MUMA31266E		AAGCA5923R							INDIA							true	false	2022-07-04
8e7fea1a-d778-496d-bd52-b0bae9e50b0a	CU/000083/1516	AMD INDIA PVT LTD	AMD INDIA PRIVATE LIMITED		BLRA23278D		AABCC3447R														true	false	2022-07-04
6e92b66d-8aa5-4bf4-9e3f-8b5f293c5124	CU/000040/1617	American Institute of Pathology	AMERICAN INSTITUTE OF PATHOLOGY AND LABORATORY SCIENCES PRIVATE LIMITED		HYDU01031C		AAACU9381P														true	false	2022-07-04
b7a9cd99-2463-41c5-bbb2-1cc8e64f7ea3	CU\000039\1112	AMITY INTERNATIONAL SCHOOL	AMITY INTERNATIONAL SCHOOL ***		DELA13790A		ADRFD3263S														true	false	2022-07-04
89506cc4-fd15-4d5f-8923-c886a3b7169f	CU/000019/1819	AMITY UNIVERSITY UTTAR PRADESH ( A/C FOR	AMITY UNIVERSITY UTTAR PRADESH		MRTA03478G		AAATR7314Q														true	false	2022-07-04
e9c97914-5115-44c0-9120-4c533e481ed6		AMPCUS TECH PRIVATE LIMITED ***	AMPCUS TECH PRIVATE LIMITED		DELA29595G									INDIA							true	false	2022-07-04
f0262f34-a957-4318-baf7-7d49501f0e1a	CU/000130/1819	AMPERE COMPUTING INDIA PVT LTD	AMPERE COMPUTING INDIA PRIVATE LIMITED		PNED12841D		AAGCD4629K														true	false	2022-07-04
438ed820-6a19-4d4f-a2f6-9d517d9bf4c0		AMPLE ENTERPRISE TECHNOLOGIES PRIVATE LIMITED ***	AMPLE ENTERPRISE TECHNOLOGIES PRIVATE LIMITED		BLRA27464D									INDIA							true	false	2022-07-04
d236bc57-8c1f-4583-905a-1ded24caa33a	CU/000236/1920	AMRAPALI EDEN PARK APARTMENT OWNER S ASS	AMRAPALI EDEN PARK APARTMENT OWNERS ASSOCIATION		MRTA09440E		AAABA2685B														true	false	2022-07-04
dfeba2d2-2807-41b7-b1b5-c7bcd336f9c0	CU001029	AMWAY INDIA ENTERPRISES PVT LTD	AMWAY INDIA ENTERPRISES PRIVAT LIMITED		DELA12367F		AAACA5603Q														true	false	2022-07-04
a28ecca3-1dd4-4a74-bff3-8ae53d531741	CU/000082/2122	ANAND NVH PRODUCTS PRIVATE LIMITED	ANAND NVH PRODUCTS PRIVATE LIMITED		DELA12466G		AAECA0297J							INDIA							true	false	2022-07-04
990c4b89-6f7f-4cbb-9645-6e660401e2e6	CU001065	ANGELIQUE INTERNATION LTD	ANGELIQUE INTERNATIONAL LIMITED		DELA04434D		AACCA4675N														true	false	2022-07-04
33b3baed-8c0f-4934-905a-12f2952124a0		ANKIT JAIN ***	ANKIT JAIN		RTKA08479C																true	false	2022-07-04
c76b6869-742f-4a24-94a0-362da0a0be3f	CU/000038/1819	ANONDITA HEALTHCARE	ANONDITA HEALTHCARE ***				AEQPG6875H														true	false	2022-07-04
84bd0fae-0ca3-4236-a6ec-7baeafe0b1b1	CU/000234/1718	ANTON PAAR INDIA PVT LTD	ANTON PAAR INDIA PRIVATE LIMITED		RTKA08990C		AAHCA3734H														true	false	2022-07-04
b70f77ba-57b6-4628-a9ab-773e915727fd		ANU MANGLANI ***	ANU MANGLANI		DELA09099G																true	false	2022-07-04
8c4b018a-ba61-45f4-a574-51444c6c9c3e		ANUPAM GHOSH ***	ANUPAM GHOSH		AGRA11955G																true	false	2022-07-04
bb77fb30-308b-4634-a209-c8f2344405e9	CU/000297/1718	APM TERMINALS INDIA PVT LTD	APM TERMINALS INDIA PRIVATE LIMITED		MUMM22611B		AAACM8741P														true	false	2022-07-04
cbbc034a-fe21-4664-8bb0-14943ba95326	CU/000126/1516	Apollo Fiege Integrated Logistics	Apollo Fiege Integrated Logistics ***		DELA31733C		AALCA0748D														true	false	2022-07-04
5995c54e-8d48-4780-84da-84cd0ae7f281		APOLLO HEALTHCO LIMITED ***	APOLLO HEALTHCO LIMITED		DELA65650E									INDIA							true	false	2022-07-04
fee5da7c-b94d-411a-92bd-b705bb024318	CU/000137/1617	APOLLO HOSPITAL ENTERPRISE LTD	APOLLO HOSPITALS ENTERPRISES LIMITED		DELA10069D		AAACA5443N														true	false	2022-07-04
7c44dfae-bce5-479c-b09d-1d0fce5b389a	CU/000076/1415	APOLLO MULTISPECIALITY HOSPITALS LIMITED	APOLLO GLENEAGLES HOSPITAL LIMITED		CALA06033G		AAECA5407E														true	false	2022-07-04
9d41ef03-35b6-433d-860a-57b40f7ba1f6	CU/000034/1314	APOLLO SPECIALITY HOSPITALS PVT LTD	APOLLO SPECIALTY HOSPITALS PRIVATE LIMITED		HYDA16629E		AADCN1803G														true	false	2022-07-04
8bd4e2e7-aa89-460d-bcc5-f8af9dcdaa6f	CU/000042/1314	APOLLO TRADING AND FINANCE PVT LTD	APOLLO TRADING & FINANCE PVT LTD		DELA12292A																true	false	2022-07-04
efd8869d-15b4-4950-b8bb-c2148aaa6fbc	CU/000121/1819	APOLLO TYRES LTD	APOLLO TYRES LIMITED		CHNA04721D		AAACA6990Q														true	false	2022-07-04
a87ebdc6-7715-40c4-98af-e207af604677	CU/000121/1819	APOLLO TYRES LTD	APOLLO TYRES LIMITED		CHNA04722E		AAACA6990Q														true	false	2022-07-04
31be1650-428e-44f3-b4c0-bbacde5f819e	CU/000017/2122	Apotex Research Private Limited	APOTEX RESEARCH PRIVATE LIMITED		BLRA04663B		AAECA2791B							INDIA							true	false	2022-07-04
0df46114-96e0-480d-a23e-74fdc0dd4698	CU/000258/1617	APPLIED MATERIALS INDIA PVT LTD	APPLIED MATERIALS INDIA PVT LTD		BLRA04654G		AAECA2635C														true	false	2022-07-04
25e37317-ea2e-4c9a-90c5-79b56d7224d2	CU/000250/2021	APPVEEN TECHNOLOGIES PVT. LTD.	APPVEEN TECHNOLOGIES PRIVATE LIMITED		BLRA29719E		AARCA5290J							INDIA							true	false	2022-07-04
9178b56c-10c5-4830-a6b3-d33762aa202f	CU/000235/1617	APRAAVA ENERGY PRIVATE LIMITED	CLP INDIA PRIVATE LIMITED		AHMG00339D		AAACG7999P														true	false	2022-07-04
938cef1b-99cd-4fd4-b28b-74fe6be84de2	CU/000154/2122	Aptean India Private Limited	APTEAN INDIA PRIVATE LIMITED		BLRC01323A		AAACC5890M							INDIA							true	false	2022-07-04
781b8870-83d6-47b1-af6d-91c291dba791	CU000127	APTIV COMPONENTS INDIA PVT LTD	APTIV COMPONENTS INDIA PRIVATE LIMITED		CHED08714G		AAACD0226E														true	false	2022-07-04
